center,max,min,mean
532.396,0.195407,0.195407,0.195407
532.436,0.183593,0.183593,0.183593
532.436,0.15404,0.15404,0.15404
534.374,0.21762,0.21762,0.21762
534.414,0.204967,0.204967,0.204967
534.414,0.162361,0.162361,0.162361
536.475,0.171693,0.171693,0.171693
536.475,0.17877,0.17877,0.17877
540.448,0.209279,0.209279,0.209279
540.488,0.204404,0.204404,0.204404
540.488,0.142482,0.142482,0.142482
540.488,0.122057,0.122057,0.122057
542.042,0.11113,0.11113,0.11113
542.121,0.220726,0.220726,0.220726
544.356,0.119809,0.119809,0.119809
544.395,0.239942,0.239942,0.239942
544.435,0.177696,0.177696,0.177696
544.435,0.206717,0.206717,0.206717
546.394,0.20791,0.20791,0.20791
546.434,0.159224,0.159224,0.159224
546.434,0.182033,0.182033,0.182033
548.075,0.468099,0.468099,0.468099
548.115,0.676949,0.676949,0.676949
548.155,0.224417,0.224417,0.224417
548.155,0.296034,0.296034,0.296034
549.077,0.11563,0.11563,0.11563
549.157,0.201404,0.201404,0.201404
550.682,0.145038,0.145038,0.145038
556.558,0.14424,0.14424,0.14424
558.375,0.202276,0.202276,0.202276
558.455,0.166586,0.166586,0.166586
558.455,0.189353,0.189353,0.189353
560.396,0.211409,0.211409,0.211409
560.437,0.174869,0.174869,0.174869
560.437,0.187316,0.187316,0.187316
563.273,0.159098,0.159098,0.159098
563.395,0.181235,0.181235,0.181235
564.044,0.505264,0.505264,0.505264
564.085,0.738333,0.738333,0.738333
564.125,0.356789,0.356789,0.356789
564.125,0.262657,0.262657,0.262657
565.019,0.137646,0.137646,0.137646
565.1,0.229793,0.229793,0.229793
568.354,0.202256,0.202256,0.202256
568.395,0.144564,0.144564,0.144564
570.475,0.143752,0.143752,0.143752
572.435,0.204049,0.204049,0.204049
572.476,0.19067,0.19067,0.19067
572.476,0.176552,0.176552,0.176552
574.439,0.15397,0.15397,0.15397
574.439,0.170309,0.170309,0.170309
580.018,0.199963,0.199963,0.199963
580.06,0.295065,0.295065,0.295065
580.101,0.143151,0.143151,0.143151
580.101,0.193096,0.193096,0.193096
581.006,0.113398,0.113398,0.113398
584.467,0.150199,0.150199,0.150199
586.408,0.207287,0.207287,0.207287
586.491,0.17424,0.17424,0.17424
586.491,0.188433,0.188433,0.188433
588.393,0.20885,0.20885,0.20885
588.476,0.189469,0.189469,0.189469
588.476,0.171789,0.171789,0.171789
594.367,0.218944,0.218944,0.218944
594.409,0.119306,0.119306,0.119306
598.491,0.151235,0.151235,0.151235
600.453,0.203305,0.203305,0.203305
600.495,0.177334,0.177334,0.177334
600.495,0.189481,0.189481,0.189481
602.502,0.166111,0.166111,0.166111
602.502,0.188098,0.188098,0.188098
602.962,0.110496,0.110496,0.110496
604.47,0.135848,0.135848,0.135848
610.393,0.123463,0.123463,0.123463
610.435,0.24079,0.24079,0.24079
610.477,0.14988,0.14988,0.14988
610.477,0.180287,0.180287,0.180287
612.373,0.112274,0.112274,0.112274
612.458,0.222315,0.222315,0.222315
612.5,0.184573,0.184573,0.184573
612.5,0.16973,0.16973,0.16973
614.441,0.2008,0.2008,0.2008
614.483,0.169237,0.169237,0.169237
614.525,0.182743,0.182743,0.182743
616.173,0.655725,0.655725,0.655725
616.258,0.514817,0.514817,0.514817
616.258,0.337248,0.337248,0.337248
616.258,0.298443,0.298443,0.298443
617.189,0.255619,0.255619,0.255619
617.273,0.282606,0.282606,0.282606
617.273,0.199102,0.199102,0.199102
617.273,0.169556,0.169556,0.169556
618.162,0.108832,0.108832,0.108832
618.459,0.145081,0.145081,0.145081
618.459,0.171756,0.171756,0.171756
626.403,0.111494,0.111494,0.111494
626.446,0.225364,0.225364,0.225364
626.488,0.171257,0.171257,0.171257
626.488,0.187331,0.187331,0.187331
628.407,0.108227,0.108227,0.108227
628.492,0.240902,0.240902,0.240902
628.535,0.204696,0.204696,0.204696
628.535,0.191725,0.191725,0.191725
630.5,0.162201,0.162201,0.162201
630.542,0.180087,0.180087,0.180087
632.51,0.136995,0.136995,0.136995
640.451,0.212479,0.212479,0.212479
640.494,0.191352,0.191352,0.191352
640.537,0.170924,0.170924,0.170924
642.476,0.205876,0.205876,0.205876
642.519,0.186605,0.186605,0.186605
642.519,0.175291,0.175291,0.175291
644.504,0.18325,0.18325,0.18325
644.504,0.164823,0.164823,0.164823
646.534,0.137234,0.137234,0.137234
650.041,0.162987,0.162987,0.162987
650.128,0.280826,0.280826,0.280826
650.128,0.158782,0.158782,0.158782
650.171,0.277863,0.277863,0.277863
651.082,0.14662,0.14662,0.14662
651.125,0.250962,0.250962,0.250962
651.169,0.19009,0.19009,0.19009
654.513,0.200891,0.200891,0.200891
654.557,0.17932,0.17932,0.17932
654.557,0.164085,0.164085,0.164085
656.08,2.82678,2.82678,2.82678
656.123,1.64823,1.64823,1.64823
656.167,0.957078,0.957078,0.957078
656.21,1.92078,1.92078,1.92078
657.081,0.815582,0.815582,0.815582
657.168,0.383648,0.383648,0.383648
657.168,0.634352,0.634352,0.634352
657.212,0.704771,0.704771,0.704771
658.084,0.200541,0.200541,0.200541
658.171,0.14056,0.14056,0.14056
658.171,0.21558,0.21558,0.21558
658.214,0.230385,0.230385,0.230385
658.52,0.161645,0.161645,0.161645
658.52,0.186922,0.186922,0.186922
666.041,0.160081,0.160081,0.160081
666.084,0.268082,0.268082,0.268082
666.128,0.164497,0.164497,0.164497
666.172,0.322964,0.322964,0.322964
667.049,0.136987,0.136987,0.136987
667.137,0.200895,0.200895,0.200895
667.137,0.241348,0.241348,0.241348
668.454,0.127518,0.127518,0.127518
668.542,0.278345,0.278345,0.278345
668.586,0.227892,0.227892,0.227892
668.586,0.217877,0.217877,0.217877
669.596,0.140914,0.140914,0.140914
670.563,0.159974,0.159974,0.159974
672.06,2.70124,2.70124,2.70124
672.148,1.74523,1.74523,1.74523
672.148,1.18224,1.18224,1.18224
672.148,2.22393,2.22393,2.22393
673.072,0.910013,0.910013,0.910013
673.117,0.656293,0.656293,0.656293
673.161,0.436584,0.436584,0.436584
673.161,0.783001,0.783001,0.783001
674.086,0.355133,0.355133,0.355133
674.13,0.324021,0.324021,0.324021
674.174,0.219162,0.219162,0.219162
674.174,0.386486,0.386486,0.386486
675.056,0.129951,0.129951,0.129951
682.132,0.214743,0.214743,0.214743
682.443,0.129406,0.129406,0.129406
682.531,0.275829,0.275829,0.275829
682.576,0.237123,0.237123,0.237123
682.576,0.221243,0.221243,0.221243
683.596,0.140926,0.140926,0.140926
684.484,0.200552,0.200552,0.200552
684.573,0.19203,0.19203,0.19203
684.573,0.186748,0.186748,0.186748
688.041,0.756622,0.756622,0.756622
688.085,0.568896,0.568896,0.568896
688.13,0.480143,0.480143,0.480143
688.174,0.806484,0.806484,0.806484
689.065,0.249132,0.249132,0.249132
689.154,0.206699,0.206699,0.206699
689.154,0.265835,0.265835,0.265835
689.154,0.335732,0.335732,0.335732
690.045,0.187227,0.187227,0.187227
690.134,0.153977,0.153977,0.153977
690.134,0.202792,0.202792,0.202792
690.179,0.237497,0.237497,0.237497
694.062,0.118582,0.118582,0.118582
694.598,0.139884,0.139884,0.139884
696.477,0.112624,0.112624,0.112624
696.522,0.211739,0.211739,0.211739
696.567,0.187947,0.187947,0.187947
696.567,0.176621,0.176621,0.176621
697.463,0.109106,0.109106,0.109106
697.463,0.206132,0.206132,0.206132
697.552,0.194866,0.194866,0.194866
697.552,0.141166,0.141166,0.141166
698.448,0.112799,0.112799,0.112799
698.493,0.233277,0.233277,0.233277
698.583,0.207991,0.207991,0.207991
698.583,0.201461,0.201461,0.201461
700.557,0.108558,0.108558,0.108558
700.646,0.157913,0.157913,0.157913
700.646,0.187084,0.187084,0.187084
703.477,0.108742,0.108742,0.108742
704.017,0.155729,0.155729,0.155729
704.107,0.156972,0.156972,0.156972
704.152,0.245026,0.245026,0.245026
706.584,0.109147,0.109147,0.109147
706.719,0.138079,0.138079,0.138079
708.478,0.140904,0.140904,0.140904
708.568,0.242517,0.242517,0.242517
708.613,0.175098,0.175098,0.175098
708.613,0.170282,0.170282,0.170282
710.555,0.210917,0.210917,0.210917
710.6,0.170605,0.170605,0.170605
710.6,0.175457,0.175457,0.175457
712.59,0.150862,0.150862,0.150862
713.586,0.183527,0.183527,0.183527
714.582,0.202482,0.202482,0.202482
714.627,0.331746,0.331746,0.331746
714.673,0.241596,0.241596,0.241596
714.673,0.312113,0.312113,0.312113
715.579,0.114899,0.114899,0.114899
715.579,0.197646,0.197646,0.197646
715.67,0.141176,0.141176,0.141176
715.67,0.19082,0.19082,0.19082
716.622,0.193884,0.193884,0.193884
716.668,0.151985,0.151985,0.151985
719.438,0.119367,0.119367,0.119367
719.574,0.169276,0.169276,0.169276
720.483,0.110462,0.110462,0.110462
722.486,0.21327,0.21327,0.21327
722.577,0.339416,0.339416,0.339416
722.622,0.231369,0.231369,0.231369
722.622,0.226112,0.226112,0.226112
723.488,0.120281,0.120281,0.120281
723.579,0.202585,0.202585,0.202585
723.625,0.142886,0.142886,0.142886
724.491,0.115321,0.115321,0.115321
724.537,0.239006,0.239006,0.239006
724.582,0.193586,0.193586,0.193586
724.582,0.190228,0.190228,0.190228
726.636,0.150609,0.150609,0.150609
728.6,0.169098,0.169098,0.169098
728.646,0.244901,0.244901,0.244901
728.692,0.226891,0.226891,0.226891
728.692,0.214601,0.214601,0.214601
729.698,0.173655,0.173655,0.173655
730.568,0.147198,0.147198,0.147198
730.613,0.261383,0.261383,0.261383
730.659,0.22859,0.22859,0.22859
730.705,0.269625,0.269625,0.269625
731.667,0.188446,0.188446,0.188446
731.667,0.137873,0.137873,0.137873
732.629,0.111263,0.111263,0.111263
732.721,0.176126,0.176126,0.176126
732.721,0.139558,0.139558,0.139558
736.484,0.125018,0.125018,0.125018
736.576,0.232084,0.232084,0.232084
736.622,0.165395,0.165395,0.165395
736.622,0.181699,0.181699,0.181699
738.508,0.117698,0.117698,0.117698
738.554,0.256193,0.256193,0.256193
738.6,0.203389,0.203389,0.203389
738.6,0.215553,0.215553,0.215553
740.579,0.137788,0.137788,0.137788
740.626,0.209116,0.209116,0.209116
740.672,0.16807,0.16807,0.16807
740.672,0.171663,0.171663,0.171663
742.608,0.13574,0.13574,0.13574
742.654,0.200298,0.200298,0.200298
742.7,0.167585,0.167585,0.167585
742.7,0.179695,0.179695,0.179695
744.593,0.128759,0.128759,0.128759
744.593,0.190905,0.190905,0.190905
744.685,0.203395,0.203395,0.203395
744.685,0.182276,0.182276,0.182276
746.626,0.130435,0.130435,0.130435
746.673,0.189848,0.189848,0.189848
746.719,0.155669,0.155669,0.155669
746.765,0.194684,0.194684,0.194684
750.562,0.191761,0.191761,0.191761
750.609,0.143948,0.143948,0.143948
752.557,0.199058,0.199058,0.199058
752.604,0.164336,0.164336,0.164336
754.601,0.217525,0.217525,0.217525
754.648,0.256517,0.256517,0.256517
754.741,0.204998,0.204998,0.204998
754.741,0.196938,0.196938,0.196938
755.624,0.122784,0.122784,0.122784
756.601,0.12334,0.12334,0.12334
756.694,0.161861,0.161861,0.161861
758.697,0.144718,0.144718,0.144718
766.591,0.124167,0.124167,0.124167
766.638,0.142279,0.142279,0.142279
768.652,0.288206,0.288206,0.288206
768.699,0.285897,0.285897,0.285897
768.746,0.219144,0.219144,0.219144
768.746,0.220373,0.220373,0.220373
769.637,0.157807,0.157807,0.157807
770.623,0.160915,0.160915,0.160915
770.67,0.210686,0.210686,0.210686
770.717,0.175774,0.175774,0.175774
770.717,0.187292,0.187292,0.187292
782.637,0.157135,0.157135,0.157135
782.684,0.190151,0.190151,0.190151
782.731,0.147953,0.147953,0.147953
784.624,0.163033,0.163033,0.163033
784.671,0.203292,0.203292,0.203292
784.718,0.190502,0.190502,0.190502
784.766,0.170388,0.170388,0.170388
796.644,0.134299,0.134299,0.134299
845.292,0.175681,0.175681,0.175681
861.151,0.211623,0.211623,0.211623
861.2,0.343084,0.343084,0.343084
861.25,0.192012,0.192012,0.192012
861.25,0.391001,0.391001,0.391001
862.14,0.133711,0.133711,0.133711
862.19,0.224174,0.224174,0.224174
862.289,0.231416,0.231416,0.231416
877.099,0.223461,0.223461,0.223461
877.149,0.373538,0.373538,0.373538
877.249,0.505478,0.505478,0.505478
877.249,0.199588,0.199588,0.199588
878.097,0.116631,0.116631,0.116631
878.197,0.226575,0.226575,0.226575
878.247,0.270813,0.270813,0.270813
879.246,0.176143,0.176143,0.176143
893.085,0.109423,0.109423,0.109423
893.136,0.20753,0.20753,0.20753
893.236,0.326474,0.326474,0.326474
894.243,0.184185,0.184185,0.184185
1060.75,0.146446,0.146446,0.146446
1074.78,0.125536,0.125536,0.125536
1088.78,0.228302,0.228302,0.228302
1088.95,0.228455,0.228455,0.228455
1088.95,0.167049,0.167049,0.167049
1089.84,0.135391,0.135391,0.135391
